ds,y
3/29/2019,279.8599854
4/1/2019,289.1799927
4/2/2019,285.8800049
4/3/2019,291.8099976
4/4/2019,267.7799988
4/5/2019,274.9599915
4/8/2019,273.2000122
4/9/2019,272.3099976
4/10/2019,276.0599976
4/11/2019,268.4200134
4/12/2019,267.7000122
4/15/2019,266.3800049
4/16/2019,273.3599854
4/17/2019,271.230011
4/18/2019,273.2600098
4/22/2019,262.75
4/23/2019,263.8999939
4/24/2019,258.6600037
4/25/2019,247.6300049
4/26/2019,235.1399994
4/29/2019,241.4700012
4/30/2019,238.6900024
5/1/2019,234.0099945
5/2/2019,244.1000061
5/3/2019,255.0299988
5/6/2019,255.3399963
5/7/2019,247.0599976
5/8/2019,244.8399963
5/9/2019,241.9799957
5/10/2019,239.5200043
5/13/2019,227.0099945
5/14/2019,232.3099976
5/15/2019,231.9499969
5/16/2019,228.3300018
5/17/2019,211.0299988
5/20/2019,205.3600006
5/21/2019,205.0800018
5/22/2019,192.7299957
5/23/2019,195.4900055
5/24/2019,190.6300049
5/28/2019,188.6999969
5/29/2019,189.8600006
5/30/2019,188.2200012
5/31/2019,185.1600037
6/3/2019,178.9700012
6/4/2019,193.6000061
6/5/2019,196.5899963
6/6/2019,205.9499969
6/7/2019,204.5
6/10/2019,212.8800049
6/11/2019,217.1000061
6/12/2019,209.2599945
6/13/2019,213.9100037
6/14/2019,214.9199982
6/17/2019,225.0299988
6/18/2019,224.7400055
6/19/2019,226.4299927
6/20/2019,219.6199951
6/21/2019,221.8600006
6/24/2019,223.6399994
6/25/2019,219.7599945
6/26/2019,219.2700043
6/27/2019,222.8399963
6/28/2019,223.4600067
7/1/2019,227.1699982
7/2/2019,224.5500031
7/3/2019,234.8999939
7/5/2019,233.1000061
7/8/2019,230.3399963
7/9/2019,230.0599976
7/10/2019,238.9199982
7/11/2019,238.6000061
7/12/2019,245.0800018
7/15/2019,253.5
7/16/2019,252.3800049
7/17/2019,254.8600006
7/18/2019,253.5399933
7/19/2019,258.1799927
7/22/2019,255.6799927
7/23/2019,260.1700134
7/24/2019,264.8800049
7/25/2019,228.8200073
7/26/2019,228.0399933
7/29/2019,235.7700043
7/30/2019,242.2599945
7/31/2019,241.6100006
8/1/2019,233.8500061
8/2/2019,234.3399963
8/5/2019,228.3200073
8/6/2019,230.75
8/7/2019,233.4199982
8/8/2019,238.3000031
8/9/2019,235.0099945
8/12/2019,229.0099945
8/13/2019,235
8/14/2019,219.6199951
8/15/2019,215.6399994
8/16/2019,219.9400024
8/19/2019,226.8300018
8/20/2019,225.8600006
8/21/2019,220.8300018
8/22/2019,222.1499939
8/23/2019,211.3999939
8/26/2019,215
8/27/2019,214.0800018
8/28/2019,215.5899963
8/29/2019,221.7100067
8/30/2019,225.6100006
9/3/2019,225.0099945
9/4/2019,220.6799927
9/5/2019,229.5800018
9/6/2019,227.4499969
9/9/2019,231.7899933
9/10/2019,235.5399933
9/11/2019,247.1000061
9/12/2019,245.8699951
9/13/2019,245.1999969
9/16/2019,242.8099976
9/17/2019,244.7899933
9/18/2019,243.4900055
9/19/2019,246.6000061
9/20/2019,240.6199951
9/23/2019,241.2299957
9/24/2019,223.2100067
9/25/2019,228.6999969
9/26/2019,242.5599976
9/27/2019,242.1300049
9/30/2019,240.8699951
10/1/2019,244.6900024
10/2/2019,243.1300049
10/3/2019,233.0299988
10/4/2019,231.4299927
10/7/2019,237.7200012
10/8/2019,240.0500031
10/9/2019,244.5299988
10/10/2019,244.7400055
10/11/2019,247.8899994
10/14/2019,256.9599915
10/15/2019,257.8900146
10/16/2019,259.75
10/17/2019,261.9700012
10/18/2019,256.9500122
10/21/2019,253.5
10/22/2019,255.5800018
10/23/2019,254.6799927
10/24/2019,299.6799927
10/25/2019,328.1300049
10/28/2019,327.7099915
10/29/2019,316.2200012
10/30/2019,315.0100098
10/31/2019,314.9200134
11/1/2019,313.3099976
11/4/2019,317.4700012
11/5/2019,317.2200012
11/6/2019,326.5799866
11/7/2019,335.5400085
11/8/2019,337.1400146
11/11/2019,345.0899963
11/12/2019,349.9299927
11/13/2019,346.1099854
11/14/2019,349.3500061
11/15/2019,352.1700134
11/18/2019,349.9899902
11/19/2019,359.519989
11/20/2019,352.2200012
11/21/2019,354.8299866
11/22/2019,333.0400085
11/25/2019,336.3399963
11/26/2019,328.9200134
11/27/2019,331.2900085
11/29/2019,329.9400024
12/2/2019,334.8699951
12/3/2019,336.2000122
12/4/2019,333.0299988
12/5/2019,330.3699951
12/6/2019,335.8900146
12/9/2019,339.5299988
12/10/2019,348.8399963
12/11/2019,352.7000122
12/12/2019,359.6799927
12/13/2019,358.3900146
12/16/2019,381.5
12/17/2019,378.9899902
12/18/2019,393.1499939
12/19/2019,404.0400085
12/20/2019,405.5899963
12/23/2019,419.2200012
12/24/2019,425.25
12/26/2019,430.9400024
12/27/2019,430.3800049
12/30/2019,414.7000122
12/31/2019,418.3299866
1/2/2020,430.2600098
1/3/2020,443.0100098
1/6/2020,451.5400085
1/7/2020,469.0599976
1/8/2020,492.1400146
1/9/2020,481.3399963
1/10/2020,478.1499939
1/13/2020,524.8599854
1/14/2020,537.9199829
1/15/2020,518.5
1/16/2020,513.4899902
1/17/2020,510.5
1/21/2020,547.2000122
1/22/2020,569.5599976
1/23/2020,572.2000122
1/24/2020,564.8200073
1/27/2020,558.0200195
1/28/2020,566.9000244
1/29/2020,580.9899902
1/30/2020,640.8099976
1/31/2020,650.5700073
2/3/2020,780
2/4/2020,887.0599976
2/5/2020,734.7000122
2/6/2020,748.960022
2/7/2020,748.0700073
2/10/2020,771.2800293
2/11/2020,774.3800049
2/12/2020,767.289978
2/13/2020,804
2/14/2020,800.0300293
2/18/2020,858.4000244
2/19/2020,917.4199829
2/20/2020,899.4099731
2/21/2020,901
2/24/2020,833.789978
2/25/2020,799.9099731
2/26/2020,778.7999878
2/27/2020,679
2/28/2020,667.9899902
3/2/2020,743.6199951
3/3/2020,745.5100098
3/4/2020,749.5
3/5/2020,724.539978
3/6/2020,703.4799805
3/9/2020,608
3/10/2020,645.3300171
3/11/2020,634.2299805
3/12/2020,560.5499878
3/13/2020,546.6199951
3/16/2020,445.0700073
3/17/2020,430.2000122
3/18/2020,361.2200012
3/19/2020,427.6400146
3/20/2020,427.5299988
3/23/2020,434.2900085
3/24/2020,505
3/25/2020,539.25
3/26/2020,528.1599731
3/27/2020,514.3599854
3/30/2020,502.1300049
3/31/2020,524
4/1/2020,481.5599976
4/2/2020,454.4700012
4/3/2020,480.0100098
4/6/2020,516.2399902
4/7/2020,545.4500122
4/8/2020,548.8400269
4/9/2020,573
4/13/2020,650.9500122
4/14/2020,709.8900146
4/15/2020,729.8300171
4/16/2020,745.210022
4/17/2020,753.8900146
4/20/2020,746.3599854
4/21/2020,686.7199707
4/22/2020,732.1099854
4/23/2020,705.6300049
4/24/2020,725.1500244
4/27/2020,798.75
4/28/2020,769.1199951
4/29/2020,800.5100098
4/30/2020,781.8800049
5/1/2020,701.3200073
5/4/2020,761.1900024
5/5/2020,768.210022
5/6/2020,782.5800171
5/7/2020,780.039978
5/8/2020,819.4199829
5/11/2020,811.289978
5/12/2020,809.4099731
5/13/2020,790.960022
5/14/2020,803.3300171
5/15/2020,799.1699829
5/18/2020,813.6300049
5/19/2020,808.0100098
5/20/2020,815.5599976
5/21/2020,827.5999756
5/22/2020,816.8800049
5/26/2020,818.8699951
5/27/2020,820.2299805
5/28/2020,805.8099976
5/29/2020,835
6/1/2020,898.0999756
6/2/2020,881.5599976
6/3/2020,882.960022
6/4/2020,864.3800049
6/5/2020,885.6599731
6/8/2020,949.9199829
6/9/2020,940.6699829
6/10/2020,1025.050049
6/11/2020,972.8400269
6/12/2020,935.2800293
6/15/2020,990.9000244
6/16/2020,982.1300049
6/17/2020,991.789978
6/18/2020,1003.960022
6/19/2020,1000.900024
6/22/2020,994.3200073
6/23/2020,1001.780029
6/24/2020,960.8499756
6/25/2020,985.9799805
6/26/2020,959.7399902
6/29/2020,1009.349976
6/30/2020,1079.810059
7/1/2020,1119.630005
7/2/2020,1208.660034
7/6/2020,1371.579956
7/7/2020,1389.859985
7/8/2020,1365.880005
7/9/2020,1394.280029
7/10/2020,1544.650024
7/13/2020,1497.060059
7/14/2020,1516.800049
7/15/2020,1491.862549
